date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:23:31	258849/258849	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:28%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/bg/funfact-bg.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/bg/funfact-bg.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:32	65572/65572	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:32%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-1.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-1.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:33	56726/56726	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:33%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-2.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-2.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:36	57881/57881	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:33%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-10.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-10.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:36	62282/62282	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:34%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-3.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-3.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:37	61467/61467	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:38%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-4.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-4.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:37	54269/54269	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:38%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-5.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-5.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:39	70219/70219	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:39%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-11.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-11.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:40	74413/74413	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:39%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-6.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-6.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
09:23:41	62765/62765	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2008:23:40%20GMT	https://htmldemo.net/koncrete/koncrete/assets/images/project/project-7.jpg	C:/My%20Web%20Sites/real%20estate/htmldemo.net/koncrete/koncrete/assets/images/project/project-7.jpg	(from https://htmldemo.net/koncrete/koncrete/index.html)
